sigma_tot_up52,,sigma_tot_up72,,sigma_HI,,sigma_H2,,vcirc_kam,,vcirc_koch,,sigma_sfr,
r kpc,sigma_tot_up52,r kpc,sigma_tot_up72,r kpc,sigma_HI,r kpc,sigma_H2,r kpc,kms_vcirc_Kam,arcsec_r,kms_vcirc_Koch,r kpc,sigma_sfr
18.13418658,0.010321867,18.13418658,0.014291815,,,,,,,,,,
18.13618638,0.010310293,18.13618638,0.01427579,,,,,,,,,,
18.13818618,0.010298732,18.13818618,0.014259783,,,,,,,,,,
18.14018598,0.010287185,18.14018598,0.014243794,,,,,,,,,,
18.14218578,0.01027565,18.14218578,0.014227823,,,,,,,,,,
18.14418558,0.010264128,18.14418558,0.01421187,,,,,,,,,,
18.14618538,0.010252619,18.14618538,0.014195934,,,,,,,,,,
18.14818518,0.010241123,18.14818518,0.014180017,,,,,,,,,,
18.15018498,0.01022964,18.15018498,0.014164117,,,,,,,,,,
18.15218478,0.01021817,18.15218478,0.014148236,,,,,,,,,,
18.15418458,0.010206713,18.15418458,0.014132372,,,,,,,,,,
18.15618438,0.010195268,18.15618438,0.014116525,,,,,,,,,,
18.15818418,0.010183837,18.15818418,0.014100697,,,,,,,,,,
18.16018398,0.010172418,18.16018398,0.014084886,,,,,,,,,,
18.16218378,0.010161012,18.16218378,0.014069093,,,,,,,,,,
18.16418358,0.010149619,18.16418358,0.014053318,,,,,,,,,,
18.16618338,0.010138238,18.16618338,0.01403756,,,,,,,,,,
18.16818318,0.01012687,18.16818318,0.01402182,,,,,,,,,,
18.17018298,0.010115515,18.17018298,0.014006098,,,,,,,,,,
18.17218278,0.010104173,18.17218278,0.013990394,,,,,,,,,,
18.17418258,0.010092844,18.17418258,0.013974707,,,,,,,,,,
18.17618238,0.010081527,18.17618238,0.013959037,,,,,,,,,,
18.17818218,0.010070223,18.17818218,0.013943385,,,,,,,,,,
18.18018198,0.010058931,18.18018198,0.013927751,,,,,,,,,,
18.18218178,0.010047652,18.18218178,0.013912134,,,,,,,,,,
18.18418158,0.010036386,18.18418158,0.013896535,,,,,,,,,,
18.18618138,0.010025133,18.18618138,0.013880953,,,,,,,,,,
18.18818118,0.010013892,18.18818118,0.013865389,,,,,,,,,,
18.19018098,0.010002664,18.19018098,0.013849842,,,,,,,,,,
18.19218078,0.009991448,18.19218078,0.013834313,,,,,,,,,,
18.19418058,0.009980245,18.19418058,0.013818801,,,,,,,,,,
18.19618038,0.009969054,18.19618038,0.013803306,,,,,,,,,,
18.19818018,0.009957876,18.19818018,0.013787829,,,,,,,,,,
18.20017998,0.009946711,18.20017998,0.013772369,,,,,,,,,,
18.20217978,0.009935558,18.20217978,0.013756926,,,,,,,,,,
18.20417958,0.009924417,18.20417958,0.013741501,,,,,,,,,,
18.20617938,0.009913289,18.20617938,0.013726093,,,,,,,,,,
18.20817918,0.009902174,18.20817918,0.013710702,,,,,,,,,,
18.21017898,0.009891071,18.21017898,0.013695329,,,,,,,,,,
18.21217878,0.00987998,18.21217878,0.013679973,,,,,,,,,,
18.21417858,0.009868902,18.21417858,0.013664634,,,,,,,,,,
18.21617838,0.009857837,18.21617838,0.013649312,,,,,,,,,,
18.21817818,0.009846783,18.21817818,0.013634008,,,,,,,,,,
18.22017798,0.009835742,18.22017798,0.01361872,,,,,,,,,,
18.22217778,0.009824714,18.22217778,0.01360345,,,,,,,,,,
18.22417758,0.009813698,18.22417758,0.013588197,,,,,,,,,,
18.22617738,0.009802694,18.22617738,0.013572961,,,,,,,,,,
18.22817718,0.009791702,18.22817718,0.013557742,,,,,,,,,,
18.23017698,0.009780723,18.23017698,0.01354254,,,,,,,,,,
18.23217678,0.009769756,18.23217678,0.013527355,,,,,,,,,,
18.23417658,0.009758802,18.23417658,0.013512187,,,,,,,,,,
18.23617638,0.00974786,18.23617638,0.013497036,,,,,,,,,,
18.23817618,0.00973693,18.23817618,0.013481903,,,,,,,,,,
18.24017598,0.009726012,18.24017598,0.013466786,,,,,,,,,,
18.24217578,0.009715106,18.24217578,0.013451686,,,,,,,,,,
18.24417558,0.009704213,18.24417558,0.013436603,,,,,,,,,,
18.24617538,0.009693332,18.24617538,0.013421537,,,,,,,,,,
18.24817518,0.009682463,18.24817518,0.013406488,,,,,,,,,,
18.25017498,0.009671607,18.25017498,0.013391455,,,,,,,,,,
18.25217478,0.009660762,18.25217478,0.01337644,,,,,,,,,,
18.25417458,0.00964993,18.25417458,0.013361441,,,,,,,,,,
18.25617438,0.00963911,18.25617438,0.013346459,,,,,,,,,,
18.25817418,0.009628302,18.25817418,0.013331494,,,,,,,,,,
18.26017398,0.009617506,18.26017398,0.013316546,,,,,,,,,,
18.26217378,0.009606722,18.26217378,0.013301615,,,,,,,,,,
18.26417358,0.00959595,18.26417358,0.0132867,,,,,,,,,,
18.26617338,0.00958519,18.26617338,0.013271802,,,,,,,,,,
18.26817318,0.009574443,18.26817318,0.013256921,,,,,,,,,,
18.27017298,0.009563707,18.27017298,0.013242056,,,,,,,,,,
18.27217278,0.009552984,18.27217278,0.013227208,,,,,,,,,,
18.27417258,0.009542272,18.27417258,0.013212377,,,,,,,,,,
18.27617238,0.009531573,18.27617238,0.013197562,,,,,,,,,,
18.27817218,0.009520885,18.27817218,0.013182764,,,,,,,,,,
18.28017198,0.00951021,18.28017198,0.013167983,,,,,,,,,,
18.28217178,0.009499546,18.28217178,0.013153218,,,,,,,,,,
18.28417158,0.009488895,18.28417158,0.01313847,,,,,,,,,,
18.28617138,0.009478255,18.28617138,0.013123738,,,,,,,,,,
18.28817118,0.009467627,18.28817118,0.013109023,,,,,,,,,,
18.29017098,0.009457012,18.29017098,0.013094324,,,,,,,,,,
18.29217078,0.009446408,18.29217078,0.013079642,,,,,,,,,,
18.29417058,0.009435816,18.29417058,0.013064976,,,,,,,,,,
18.29617038,0.009425236,18.29617038,0.013050326,,,,,,,,,,
18.29817018,0.009414668,18.29817018,0.013035693,,,,,,,,,,
18.30016998,0.009404111,18.30016998,0.013021077,,,,,,,,,,
18.30216978,0.009393567,18.30216978,0.013006477,,,,,,,,,,
18.30416958,0.009383034,18.30416958,0.012991893,,,,,,,,,,
18.30616938,0.009372513,18.30616938,0.012977326,,,,,,,,,,
18.30816918,0.009362004,18.30816918,0.012962775,,,,,,,,,,
18.31016898,0.009351506,18.31016898,0.01294824,,,,,,,,,,
18.31216878,0.009341021,18.31216878,0.012933721,,,,,,,,,,
18.31416858,0.009330547,18.31416858,0.012919219,,,,,,,,,,
18.31616838,0.009320085,18.31616838,0.012904733,,,,,,,,,,
18.31816818,0.009309635,18.31816818,0.012890263,,,,,,,,,,
18.32016798,0.009299196,18.32016798,0.01287581,,,,,,,,,,
18.32216778,0.009288769,18.32216778,0.012861373,,,,,,,,,,
18.32416758,0.009278354,18.32416758,0.012846952,,,,,,,,,,
18.32616738,0.00926795,18.32616738,0.012832547,,,,,,,,,,
18.32816718,0.009257559,18.32816718,0.012818158,,,,,,,,,,
18.33016698,0.009247178,18.33016698,0.012803785,,,,,,,,,,
18.33216678,0.00923681,18.33216678,0.012789429,,,,,,,,,,
18.33416658,0.009226453,18.33416658,0.012775088,,,,,,,,,,
18.33616638,0.009216107,18.33616638,0.012760764,,,,,,,,,,
18.33816618,0.009205774,18.33816618,0.012746456,,,,,,,,,,
18.34016598,0.009195451,18.34016598,0.012732164,,,,,,,,,,
18.34216578,0.009185141,18.34216578,0.012717887,,,,,,,,,,
18.34416558,0.009174842,18.34416558,0.012703627,,,,,,,,,,
18.34616538,0.009164554,18.34616538,0.012689383,,,,,,,,,,
18.34816518,0.009154278,18.34816518,0.012675155,,,,,,,,,,
18.35016498,0.009144014,18.35016498,0.012660942,,,,,,,,,,
18.35216478,0.009133761,18.35216478,0.012646746,,,,,,,,,,
18.35416458,0.00912352,18.35416458,0.012632566,,,,,,,,,,
18.35616438,0.00911329,18.35616438,0.012618401,,,,,,,,,,
18.35816418,0.009103071,18.35816418,0.012604253,,,,,,,,,,
18.36016398,0.009092864,18.36016398,0.01259012,,,,,,,,,,
18.36216378,0.009082669,18.36216378,0.012576003,,,,,,,,,,
18.36416358,0.009072485,18.36416358,0.012561902,,,,,,,,,,
18.36616338,0.009062312,18.36616338,0.012547816,,,,,,,,,,
18.36816318,0.009052151,18.36816318,0.012533747,,,,,,,,,,
18.37016298,0.009042001,18.37016298,0.012519693,,,,,,,,,,
18.37216278,0.009031862,18.37216278,0.012505655,,,,,,,,,,
18.37416258,0.009021735,18.37416258,0.012491633,,,,,,,,,,
18.37616238,0.009011619,18.37616238,0.012477627,,,,,,,,,,
18.37816218,0.009001515,18.37816218,0.012463636,,,,,,,,,,
18.38016198,0.008991422,18.38016198,0.012449661,,,,,,,,,,
18.38216178,0.00898134,18.38216178,0.012435701,,,,,,,,,,
18.38416158,0.008971269,18.38416158,0.012421757,,,,,,,,,,
18.38616138,0.00896121,18.38616138,0.012407829,,,,,,,,,,
18.38816118,0.008951162,18.38816118,0.012393917,,,,,,,,,,
18.39016098,0.008941125,18.39016098,0.01238002,,,,,,,,,,
18.39216078,0.0089311,18.39216078,0.012366138,,,,,,,,,,
18.39416058,0.008921086,18.39416058,0.012352273,,,,,,,,,,
18.39616038,0.008911083,18.39616038,0.012338422,,,,,,,,,,
18.39816018,0.008901091,18.39816018,0.012324588,,,,,,,,,,
18.40015998,0.008891111,18.40015998,0.012310769,,,,,,,,,,
18.40215978,0.008881141,18.40215978,0.012296965,,,,,,,,,,
18.40415958,0.008871183,18.40415958,0.012283177,,,,,,,,,,
18.40615938,0.008861236,18.40615938,0.012269404,,,,,,,,,,
18.40815918,0.0088513,18.40815918,0.012255647,,,,,,,,,,
18.41015898,0.008841376,18.41015898,0.012241905,,,,,,,,,,
18.41215878,0.008831462,18.41215878,0.012228178,,,,,,,,,,
18.41415858,0.00882156,18.41415858,0.012214467,,,,,,,,,,
18.41615838,0.008811668,18.41615838,0.012200771,,,,,,,,,,
18.41815818,0.008801788,18.41815818,0.012187091,,,,,,,,,,
18.42015798,0.008791919,18.42015798,0.012173426,,,,,,,,,,
18.42215778,0.008782061,18.42215778,0.012159776,,,,,,,,,,
18.42415758,0.008772214,18.42415758,0.012146142,,,,,,,,,,
18.42615738,0.008762378,18.42615738,0.012132523,,,,,,,,,,
18.42815718,0.008752553,18.42815718,0.012118919,,,,,,,,,,
18.43015698,0.008742739,18.43015698,0.01210533,,,,,,,,,,
18.43215678,0.008732936,18.43215678,0.012091757,,,,,,,,,,
18.43415658,0.008723144,18.43415658,0.012078199,,,,,,,,,,
18.43615638,0.008713363,18.43615638,0.012064656,,,,,,,,,,
18.43815618,0.008703593,18.43815618,0.012051128,,,,,,,,,,
18.44015598,0.008693833,18.44015598,0.012037616,,,,,,,,,,
18.44215578,0.008684085,18.44215578,0.012024118,,,,,,,,,,
18.44415558,0.008674348,18.44415558,0.012010636,,,,,,,,,,
18.44615538,0.008664622,18.44615538,0.011997169,,,,,,,,,,
18.44815518,0.008654906,18.44815518,0.011983717,,,,,,,,,,
18.45015498,0.008645202,18.45015498,0.01197028,,,,,,,,,,
18.45215478,0.008635508,18.45215478,0.011956858,,,,,,,,,,
18.45415458,0.008625826,18.45415458,0.011943451,,,,,,,,,,
18.45615438,0.008616154,18.45615438,0.011930059,,,,,,,,,,
18.45815418,0.008606493,18.45815418,0.011916682,,,,,,,,,,
18.46015398,0.008596842,18.46015398,0.01190332,,,,,,,,,,
18.46215378,0.008587203,18.46215378,0.011889974,,,,,,,,,,
18.46415358,0.008577575,18.46415358,0.011876642,,,,,,,,,,
18.46615338,0.008567957,18.46615338,0.011863325,,,,,,,,,,
18.46815318,0.00855835,18.46815318,0.011850023,,,,,,,,,,
18.47015298,0.008548754,18.47015298,0.011836736,,,,,,,,,,
18.47215278,0.008539168,18.47215278,0.011823463,,,,,,,,,,
18.47415258,0.008529593,18.47415258,0.011810206,,,,,,,,,,
18.47615238,0.008520029,18.47615238,0.011796964,,,,,,,,,,
18.47815218,0.008510476,18.47815218,0.011783736,,,,,,,,,,
18.48015198,0.008500934,18.48015198,0.011770523,,,,,,,,,,
18.48215178,0.008491402,18.48215178,0.011757325,,,,,,,,,,
18.48415158,0.008481881,18.48415158,0.011744142,,,,,,,,,,
18.48615138,0.00847237,18.48615138,0.011730974,,,,,,,,,,
18.48815118,0.00846287,18.48815118,0.01171782,,,,,,,,,,
18.49015098,0.008453381,18.49015098,0.011704681,,,,,,,,,,
18.49215078,0.008443903,18.49215078,0.011691557,,,,,,,,,,
18.49415058,0.008434435,18.49415058,0.011678448,,,,,,,,,,
18.49615038,0.008424977,18.49615038,0.011665353,,,,,,,,,,
18.49815018,0.008415531,18.49815018,0.011652273,,,,,,,,,,
18.50014999,0.008406095,18.50014999,0.011639208,,,,,,,,,,
18.50214979,0.008396669,18.50214979,0.011626157,,,,,,,,,,
18.50414959,0.008387254,18.50414959,0.011613121,,,,,,,,,,
18.50614939,0.00837785,18.50614939,0.0116001,,,,,,,,,,
18.50814919,0.008368456,18.50814919,0.011587093,,,,,,,,,,
18.51014899,0.008359073,18.51014899,0.011574101,,,,,,,,,,
18.51214879,0.0083497,18.51214879,0.011561123,,,,,,,,,,
18.51414859,0.008340338,18.51414859,0.01154816,,,,,,,,,,
18.51614839,0.008330986,18.51614839,0.011535211,,,,,,,,,,
18.51814819,0.008321645,18.51814819,0.011522277,,,,,,,,,,
18.52014799,0.008312314,18.52014799,0.011509357,,,,,,,,,,
18.52214779,0.008302993,18.52214779,0.011496452,,,,,,,,,,
18.52414759,0.008293683,18.52414759,0.011483562,,,,,,,,,,
18.52614739,0.008284384,18.52614739,0.011470686,,,,,,,,,,
18.52814719,0.008275095,18.52814719,0.011457824,,,,,,,,,,
18.53014699,0.008265816,18.53014699,0.011444976,,,,,,,,,,
18.53214679,0.008256548,18.53214679,0.011432144,,,,,,,,,,
18.53414659,0.00824729,18.53414659,0.011419325,,,,,,,,,,
18.53614639,0.008238043,18.53614639,0.011406521,,,,,,,,,,
18.53814619,0.008228806,18.53814619,0.011393731,,,,,,,,,,
18.54014599,0.008219579,18.54014599,0.011380956,,,,,,,,,,
18.54214579,0.008210363,18.54214579,0.011368195,,,,,,,,,,
18.54414559,0.008201157,18.54414559,0.011355448,,,,,,,,,,
18.54614539,0.008191961,18.54614539,0.011342715,,,,,,,,,,
18.54814519,0.008182776,18.54814519,0.011329997,,,,,,,,,,
18.55014499,0.0081736,18.55014499,0.011317293,,,,,,,,,,
18.55214479,0.008164436,18.55214479,0.011304603,,,,,,,,,,
18.55414459,0.008155281,18.55414459,0.011291928,,,,,,,,,,
18.55614439,0.008146137,18.55614439,0.011279266,,,,,,,,,,
18.55814419,0.008137003,18.55814419,0.011266619,,,,,,,,,,
18.56014399,0.008127879,18.56014399,0.011253986,,,,,,,,,,
18.56214379,0.008118765,18.56214379,0.011241368,,,,,,,,,,
18.56414359,0.008109662,18.56414359,0.011228763,,,,,,,,,,
18.56614339,0.008100569,18.56614339,0.011216172,,,,,,,,,,
18.56814319,0.008091486,18.56814319,0.011203596,,,,,,,,,,
18.57014299,0.008082413,18.57014299,0.011191034,,,,,,,,,,
18.57214279,0.008073351,18.57214279,0.011178486,,,,,,,,,,
18.57414259,0.008064298,18.57414259,0.011165952,,,,,,,,,,
18.57614239,0.008055256,18.57614239,0.011153431,,,,,,,,,,
18.57814219,0.008046224,18.57814219,0.011140925,,,,,,,,,,
18.58014199,0.008037202,18.58014199,0.011128433,,,,,,,,,,
18.58214179,0.00802819,18.58214179,0.011115956,,,,,,,,,,
18.58414159,0.008019188,18.58414159,0.011103492,,,,,,,,,,
18.58614139,0.008010197,18.58614139,0.011091041,,,,,,,,,,
18.58814119,0.008001215,18.58814119,0.011078605,,,,,,,,,,
18.59014099,0.007992244,18.59014099,0.011066183,,,,,,,,,,
18.59214079,0.007983282,18.59214079,0.011053775,,,,,,,,,,
18.59414059,0.007974331,18.59414059,0.011041381,,,,,,,,,,
18.59614039,0.007965389,18.59614039,0.011029,,,,,,,,,,
18.59814019,0.007956458,18.59814019,0.011016634,,,,,,,,,,
18.60013999,0.007947537,18.60013999,0.011004281,,,,,,,,,,
18.60213979,0.007938625,18.60213979,0.010991943,,,,,,,,,,
18.60413959,0.007929724,18.60413959,0.010979618,,,,,,,,,,
18.60613939,0.007920833,18.60613939,0.010967307,,,,,,,,,,
18.60813919,0.007911951,18.60813919,0.010955009,,,,,,,,,,
18.61013899,0.00790308,18.61013899,0.010942726,,,,,,,,,,
18.61213879,0.007894218,18.61213879,0.010930456,,,,,,,,,,
18.61413859,0.007885367,18.61413859,0.0109182,,,,,,,,,,
18.61613839,0.007876525,18.61613839,0.010905958,,,,,,,,,,
18.61813819,0.007867693,18.61813819,0.010893729,,,,,,,,,,
18.62013799,0.007858871,18.62013799,0.010881514,,,,,,,,,,
18.62213779,0.00785006,18.62213779,0.010869313,,,,,,,,,,
18.62413759,0.007841258,18.62413759,0.010857126,,,,,,,,,,
18.62613739,0.007832465,18.62613739,0.010844952,,,,,,,,,,
18.62813719,0.007823683,18.62813719,0.010832792,,,,,,,,,,
18.63013699,0.007814911,18.63013699,0.010820645,,,,,,,,,,
18.63213679,0.007806148,18.63213679,0.010808513,,,,,,,,,,
18.63413659,0.007797395,18.63413659,0.010796393,,,,,,,,,,
18.63613639,0.007788652,18.63613639,0.010784288,,,,,,,,,,
18.63813619,0.007779919,18.63813619,0.010772195,,,,,,,,,,
18.64013599,0.007771196,18.64013599,0.010760117,,,,,,,,,,
18.64213579,0.007762482,18.64213579,0.010748052,,,,,,,,,,
18.64413559,0.007753778,18.64413559,0.010736,,,,,,,,,,
18.64613539,0.007745084,18.64613539,0.010723962,,,,,,,,,,
18.64813519,0.0077364,18.64813519,0.010711938,,,,,,,,,,
18.65013499,0.007727725,18.65013499,0.010699927,,,,,,,,,,
18.65213479,0.00771906,18.65213479,0.01068793,,,,,,,,,,
18.65413459,0.007710405,18.65413459,0.010675945,,,,,,,,,,
18.65613439,0.00770176,18.65613439,0.010663975,,,,,,,,,,
18.65813419,0.007693124,18.65813419,0.010652018,,,,,,,,,,
18.66013399,0.007684498,18.66013399,0.010640074,,,,,,,,,,
18.66213379,0.007675881,18.66213379,0.010628143,,,,,,,,,,
18.66413359,0.007667275,18.66413359,0.010616226,,,,,,,,,,
18.66613339,0.007658678,18.66613339,0.010604323,,,,,,,,,,
18.66813319,0.00765009,18.66813319,0.010592432,,,,,,,,,,
18.67013299,0.007641512,18.67013299,0.010580555,,,,,,,,,,
18.67213279,0.007632944,18.67213279,0.010568692,,,,,,,,,,
18.67413259,0.007624385,18.67413259,0.010556841,,,,,,,,,,
18.67613239,0.007615836,18.67613239,0.010545004,,,,,,,,,,
18.67813219,0.007607297,18.67813219,0.010533181,,,,,,,,,,
18.68013199,0.007598767,18.68013199,0.01052137,,,,,,,,,,
18.68213179,0.007590247,18.68213179,0.010509573,,,,,,,,,,
18.68413159,0.007581736,18.68413159,0.010497789,,,,,,,,,,
18.68613139,0.007573235,18.68613139,0.010486018,,,,,,,,,,
18.68813119,0.007564743,18.68813119,0.01047426,,,,,,,,,,
18.69013099,0.007556261,18.69013099,0.010462516,,,,,,,,,,
18.69213079,0.007547789,18.69213079,0.010450784,,,,,,,,,,
18.69413059,0.007539326,18.69413059,0.010439066,,,,,,,,,,
18.69613039,0.007530872,18.69613039,0.010427361,,,,,,,,,,
18.69813019,0.007522428,18.69813019,0.010415669,,,,,,,,,,
18.70012999,0.007513993,18.70012999,0.010403991,,,,,,,,,,
18.70212979,0.007505568,18.70212979,0.010392325,,,,,,,,,,
18.70412959,0.007497152,18.70412959,0.010380672,,,,,,,,,,
18.70612939,0.007488746,18.70612939,0.010369033,,,,,,,,,,
18.70812919,0.007480349,18.70812919,0.010357406,,,,,,,,,,
18.71012899,0.007471961,18.71012899,0.010345793,,,,,,,,,,
18.71212879,0.007463583,18.71212879,0.010334192,,,,,,,,,,
18.71412859,0.007455215,18.71412859,0.010322605,,,,,,,,,,
18.71612839,0.007446855,18.71612839,0.01031103,,,,,,,,,,
18.71812819,0.007438505,18.71812819,0.010299469,,,,,,,,,,
18.72012799,0.007430165,18.72012799,0.01028792,,,,,,,,,,
18.72212779,0.007421834,18.72212779,0.010276385,,,,,,,,,,
18.72412759,0.007413512,18.72412759,0.010264862,,,,,,,,,,
18.72612739,0.007405199,18.72612739,0.010253353,,,,,,,,,,
18.72812719,0.007396896,18.72812719,0.010241856,,,,,,,,,,
18.73012699,0.007388602,18.73012699,0.010230372,,,,,,,,,,
18.73212679,0.007380317,18.73212679,0.010218901,,,,,,,,,,
18.73412659,0.007372042,18.73412659,0.010207443,,,,,,,,,,
18.73612639,0.007363776,18.73612639,0.010195998,,,,,,,,,,
18.73812619,0.007355519,18.73812619,0.010184565,,,,,,,,,,
18.74012599,0.007347272,18.74012599,0.010173145,,,,,,,,,,
18.74212579,0.007339033,18.74212579,0.010161739,,,,,,,,,,
18.74412559,0.007330804,18.74412559,0.010150344,,,,,,,,,,
18.74612539,0.007322585,18.74612539,0.010138963,,,,,,,,,,
18.74812519,0.007314374,18.74812519,0.010127595,,,,,,,,,,
18.75012499,0.007306173,18.75012499,0.010116239,,,,,,,,,,
18.75212479,0.00729798,18.75212479,0.010104896,,,,,,,,,,
18.75412459,0.007289797,18.75412459,0.010093566,,,,,,,,,,
18.75612439,0.007281624,18.75612439,0.010082248,,,,,,,,,,
18.75812419,0.007273459,18.75812419,0.010070943,,,,,,,,,,
18.76012399,0.007265303,18.76012399,0.010059651,,,,,,,,,,
18.76212379,0.007257157,18.76212379,0.010048371,,,,,,,,,,
18.76412359,0.00724902,18.76412359,0.010037104,,,,,,,,,,
18.76612339,0.007240892,18.76612339,0.01002585,,,,,,,,,,
18.76812319,0.007232773,18.76812319,0.010014608,,,,,,,,,,
18.77012299,0.007224663,18.77012299,0.010003379,,,,,,,,,,
18.77212279,0.007216562,18.77212279,0.009992163,,,,,,,,,,
18.77412259,0.00720847,18.77412259,0.009980959,,,,,,,,,,
18.77612239,0.007200388,18.77612239,0.009969767,,,,,,,,,,
18.77812219,0.007192314,18.77812219,0.009958589,,,,,,,,,,
18.78012199,0.007184249,18.78012199,0.009947422,,,,,,,,,,
18.78212179,0.007176194,18.78212179,0.009936269,,,,,,,,,,
18.78412159,0.007168147,18.78412159,0.009925127,,,,,,,,,,
18.78612139,0.00716011,18.78612139,0.009913999,,,,,,,,,,
18.78812119,0.007152082,18.78812119,0.009902882,,,,,,,,,,
18.79012099,0.007144062,18.79012099,0.009891778,,,,,,,,,,
18.79212079,0.007136052,18.79212079,0.009880687,,,,,,,,,,
18.79412059,0.00712805,18.79412059,0.009869608,,,,,,,,,,
18.79612039,0.007120058,18.79612039,0.009858542,,,,,,,,,,
18.79812019,0.007112074,18.79812019,0.009847488,,,,,,,,,,
18.80011999,0.0071041,18.80011999,0.009836446,,,,,,,,,,
18.80211979,0.007096134,18.80211979,0.009825417,,,,,,,,,,
18.80411959,0.007088178,18.80411959,0.0098144,,,,,,,,,,
18.80611939,0.00708023,18.80611939,0.009803395,,,,,,,,,,
18.80811919,0.007072291,18.80811919,0.009792403,,,,,,,,,,
18.81011899,0.007064361,18.81011899,0.009781423,,,,,,,,,,
18.81211879,0.00705644,18.81211879,0.009770455,,,,,,,,,,
18.81411859,0.007048528,18.81411859,0.0097595,,,,,,,,,,
18.81611839,0.007040624,18.81611839,0.009748557,,,,,,,,,,
18.81811819,0.00703273,18.81811819,0.009737626,,,,,,,,,,
18.82011799,0.007024844,18.82011799,0.009726708,,,,,,,,,,
18.82211779,0.007016968,18.82211779,0.009715801,,,,,,,,,,
18.82411759,0.0070091,18.82411759,0.009704907,,,,,,,,,,
18.82611739,0.007001241,18.82611739,0.009694025,,,,,,,,,,
18.82811719,0.00699339,18.82811719,0.009683156,,,,,,,,,,
18.83011699,0.006985549,18.83011699,0.009672298,,,,,,,,,,
18.83211679,0.006977716,18.83211679,0.009661453,,,,,,,,,,
18.83411659,0.006969892,18.83411659,0.00965062,,,,,,,,,,
18.83611639,0.006962077,18.83611639,0.009639799,,,,,,,,,,
18.83811619,0.006954271,18.83811619,0.00962899,,,,,,,,,,
18.84011599,0.006946473,18.84011599,0.009618194,,,,,,,,,,
18.84211579,0.006938684,18.84211579,0.009607409,,,,,,,,,,
18.84411559,0.006930904,18.84411559,0.009596636,,,,,,,,,,
18.84611539,0.006923133,18.84611539,0.009585876,,,,,,,,,,
18.84811519,0.00691537,18.84811519,0.009575128,,,,,,,,,,
18.85011499,0.006907616,18.85011499,0.009564391,,,,,,,,,,
18.85211479,0.006899871,18.85211479,0.009553667,,,,,,,,,,
18.85411459,0.006892134,18.85411459,0.009542955,,,,,,,,,,
18.85611439,0.006884406,18.85611439,0.009532255,,,,,,,,,,
18.85811419,0.006876687,18.85811419,0.009521566,,,,,,,,,,
18.86011399,0.006868976,18.86011399,0.00951089,,,,,,,,,,
18.86211379,0.006861274,18.86211379,0.009500226,,,,,,,,,,
18.86411359,0.006853581,18.86411359,0.009489574,,,,,,,,,,
18.86611339,0.006845896,18.86611339,0.009478933,,,,,,,,,,
18.86811319,0.00683822,18.86811319,0.009468305,,,,,,,,,,
18.87011299,0.006830553,18.87011299,0.009457688,,,,,,,,,,
18.87211279,0.006822894,18.87211279,0.009447084,,,,,,,,,,
18.87411259,0.006815243,18.87411259,0.009436491,,,,,,,,,,
18.87611239,0.006807602,18.87611239,0.00942591,,,,,,,,,,
18.87811219,0.006799968,18.87811219,0.009415341,,,,,,,,,,
18.88011199,0.006792344,18.88011199,0.009404784,,,,,,,,,,
18.88211179,0.006784728,18.88211179,0.009394238,,,,,,,,,,
18.88411159,0.00677712,18.88411159,0.009383705,,,,,,,,,,
18.88611139,0.006769521,18.88611139,0.009373183,,,,,,,,,,
18.88811119,0.006761931,18.88811119,0.009362673,,,,,,,,,,
18.89011099,0.006754349,18.89011099,0.009352175,,,,,,,,,,
18.89211079,0.006746775,18.89211079,0.009341689,,,,,,,,,,
18.89411059,0.00673921,18.89411059,0.009331214,,,,,,,,,,
18.89611039,0.006731654,18.89611039,0.009320752,,,,,,,,,,
18.89811019,0.006724106,18.89811019,0.009310301,,,,,,,,,,
18.90010999,0.006716566,18.90010999,0.009299861,,,,,,,,,,
18.90210979,0.006709035,18.90210979,0.009289434,,,,,,,,,,
18.90410959,0.006701513,18.90410959,0.009279018,,,,,,,,,,
18.90610939,0.006693998,18.90610939,0.009268613,,,,,,,,,,
18.90810919,0.006686493,18.90810919,0.009258221,,,,,,,,,,
18.91010899,0.006678995,18.91010899,0.00924784,,,,,,,,,,
18.91210879,0.006671506,18.91210879,0.00923747,,,,,,,,,,
18.91410859,0.006664026,18.91410859,0.009227113,,,,,,,,,,
18.91610839,0.006656554,18.91610839,0.009216767,,,,,,,,,,
18.91810819,0.00664909,18.91810819,0.009206432,,,,,,,,,,
18.92010799,0.006641634,18.92010799,0.009196109,,,,,,,,,,
18.92210779,0.006634187,18.92210779,0.009185798,,,,,,,,,,
18.92410759,0.006626749,18.92410759,0.009175498,,,,,,,,,,
18.92610739,0.006619318,18.92610739,0.00916521,,,,,,,,,,
18.92810719,0.006611896,18.92810719,0.009154933,,,,,,,,,,
18.93010699,0.006604482,18.93010699,0.009144668,,,,,,,,,,
18.93210679,0.006597077,18.93210679,0.009134414,,,,,,,,,,
18.93410659,0.00658968,18.93410659,0.009124172,,,,,,,,,,
18.93610639,0.006582291,18.93610639,0.009113942,,,,,,,,,,
18.93810619,0.006574911,18.93810619,0.009103722,,,,,,,,,,
18.94010599,0.006567538,18.94010599,0.009093515,,,,,,,,,,
18.94210579,0.006560174,18.94210579,0.009083318,,,,,,,,,,
18.94410559,0.006552819,18.94410559,0.009073134,,,,,,,,,,
