sigma_tot_up52,,sigma_tot_up72,,sigma_HI,,sigma_H2,,vcirc_kam,,vcirc_koch,,sigma_sfr,
r kpc,sigma_tot_up52,r kpc,sigma_tot_up72,r kpc,sigma_HI,r kpc,sigma_H2,r kpc,kms_vcirc_Kam,arcsec_r,kms_vcirc_Koch,r kpc,sigma_sfr
6.235376462,8.180978646,6.235376462,11.32750889,,,,,,,,,,
6.237376262,8.171805556,6.237376262,11.31480769,,,,,,,,,,
6.239376062,8.162642751,6.239376062,11.30212073,,,,,,,,,,
6.241375862,8.153490221,6.241375862,11.289448,,,,,,,,,,
6.243375662,8.144347953,6.243375662,11.27678947,,,,,,,,,,
6.245375462,8.135215936,6.245375462,11.26414514,,,,,,,,,,
6.247375262,8.126094159,6.247375262,11.25151499,,,,,,,,,,
6.249375062,8.116982609,6.249375062,11.238899,,,,,,,,,,
6.251374863,8.107881276,6.251374863,11.22629715,,,,,,,,,,
6.253374663,8.098790149,6.253374663,11.21370944,,,,,,,,,,
6.255374463,8.089709214,6.255374463,11.20113584,,,,,,,,,,
6.257374263,8.080638462,6.257374263,11.18857633,,,,,,,,,,
6.259374063,8.071577881,6.259374063,11.17603091,,,,,,,,,,
6.261373863,8.062527459,6.261373863,11.16349956,,,,,,,,,,
6.263373663,8.053487185,6.263373663,11.15098226,,,,,,,,,,
6.265373463,8.044457047,6.265373463,11.13847899,,,,,,,,,,
6.267373263,8.035437035,6.267373263,11.12598974,,,,,,,,,,
6.269373063,8.026427137,6.269373063,11.1135145,,,,,,,,,,
6.271372863,8.017427341,6.271372863,11.10105324,,,,,,,,,,
6.273372663,8.008437637,6.273372663,11.08860596,,,,,,,,,,
6.275372463,7.999458012,6.275372463,11.07617263,,,,,,,,,,
6.277372263,7.990488456,6.277372263,11.06375325,,,,,,,,,,
6.279372063,7.981528957,6.279372063,11.05134779,,,,,,,,,,
6.281371863,7.972579504,6.281371863,11.03895624,,,,,,,,,,
6.283371663,7.963640086,6.283371663,11.02657858,,,,,,,,,,
6.285371463,7.954710692,6.285371463,11.0142148,,,,,,,,,,
6.287371263,7.945791309,6.287371263,11.00186489,,,,,,,,,,
6.289371063,7.936881928,6.289371063,10.98952882,,,,,,,,,,
6.291370863,7.927982537,6.291370863,10.97720659,,,,,,,,,,
6.293370663,7.919093124,6.293370663,10.96489817,,,,,,,,,,
6.295370463,7.910213679,6.295370463,10.95260356,,,,,,,,,,
6.297370263,7.90134419,6.297370263,10.94032272,,,,,,,,,,
6.299370063,7.892484646,6.299370063,10.92805566,,,,,,,,,,
6.301369863,7.883635036,6.301369863,10.91580236,,,,,,,,,,
6.303369663,7.874795348,6.303369663,10.90356279,,,,,,,,,,
6.305369463,7.865965573,6.305369463,10.89133695,,,,,,,,,,
6.307369263,7.857145698,6.307369263,10.87912481,,,,,,,,,,
6.309369063,7.848335712,6.309369063,10.86692637,,,,,,,,,,
6.311368863,7.839535605,6.311368863,10.85474161,,,,,,,,,,
6.313368663,7.830745365,6.313368663,10.84257051,,,,,,,,,,
6.315368463,7.821964982,6.315368463,10.83041305,,,,,,,,,,
6.317368263,7.813194443,6.317368263,10.81826923,,,,,,,,,,
6.319368063,7.804433739,6.319368063,10.80613902,,,,,,,,,,
6.321367863,7.795682858,6.321367863,10.79402242,,,,,,,,,,
6.323367663,7.786941789,6.323367663,10.7819194,,,,,,,,,,
6.325367463,7.778210521,6.325367463,10.76982995,,,,,,,,,,
6.327367263,7.769489043,6.327367263,10.75775406,,,,,,,,,,
6.329367063,7.760777345,6.329367063,10.74569171,,,,,,,,,,
6.331366863,7.752075414,6.331366863,10.73364288,,,,,,,,,,
6.333366663,7.743383241,6.333366663,10.72160756,,,,,,,,,,
6.335366463,7.734700814,6.335366463,10.70958574,,,,,,,,,,
6.337366263,7.726028122,6.337366263,10.6975774,,,,,,,,,,
6.339366063,7.717365155,6.339366063,10.68558252,,,,,,,,,,
6.341365863,7.708711901,6.341365863,10.67360109,,,,,,,,,,
6.343365663,7.70006835,6.343365663,10.6616331,,,,,,,,,,
6.345365463,7.691434491,6.345365463,10.64967853,,,,,,,,,,
6.347365263,7.682810312,6.347365263,10.63773736,,,,,,,,,,
6.349365063,7.674195804,6.349365063,10.62580957,,,,,,,,,,
6.351364864,7.665590955,6.351364864,10.61389517,,,,,,,,,,
6.353364664,7.656995754,6.353364664,10.60199412,,,,,,,,,,
6.355364464,7.648410191,6.355364464,10.59010642,,,,,,,,,,
6.357364264,7.639834254,6.357364264,10.57823204,,,,,,,,,,
6.359364064,7.631267933,6.359364064,10.56637098,,,,,,,,,,
6.361363864,7.622711218,6.361363864,10.55452322,,,,,,,,,,
6.363363664,7.614164097,6.363363664,10.54268875,,,,,,,,,,
6.365363464,7.60562656,6.365363464,10.53086754,,,,,,,,,,
6.367363264,7.597098595,6.367363264,10.51905959,,,,,,,,,,
6.369363064,7.588580193,6.369363064,10.50726488,,,,,,,,,,
6.371362864,7.580071342,6.371362864,10.4954834,,,,,,,,,,
6.373362664,7.571572032,6.373362664,10.48371512,,,,,,,,,,
6.375362464,7.563082251,6.375362464,10.47196004,,,,,,,,,,
6.377362264,7.554601991,6.377362264,10.46021814,,,,,,,,,,
6.379362064,7.546131238,6.379362064,10.44848941,,,,,,,,,,
6.381361864,7.537669984,6.381361864,10.43677382,,,,,,,,,,
6.383361664,7.529218217,6.383361664,10.42507138,,,,,,,,,,
6.385361464,7.520775927,6.385361464,10.41338205,,,,,,,,,,
6.387361264,7.512343103,6.387361264,10.40170584,,,,,,,,,,
6.389361064,7.503919735,6.389361064,10.39004271,,,,,,,,,,
6.391360864,7.495505811,6.391360864,10.37839266,,,,,,,,,,
6.393360664,7.487101322,6.393360664,10.36675568,,,,,,,,,,
6.395360464,7.478706256,6.395360464,10.35513174,,,,,,,,,,
6.397360264,7.470320603,6.397360264,10.34352084,,,,,,,,,,
6.399360064,7.461944354,6.399360064,10.33192295,,,,,,,,,,
6.401359864,7.453577496,6.401359864,10.32033807,,,,,,,,,,
6.403359664,7.445220019,6.403359664,10.30876618,,,,,,,,,,
6.405359464,7.436871914,6.405359464,10.29720727,,,,,,,,,,
6.407359264,7.428533169,6.407359264,10.28566131,,,,,,,,,,
6.409359064,7.420203774,6.409359064,10.2741283,,,,,,,,,,
6.411358864,7.411883719,6.411358864,10.26260823,,,,,,,,,,
6.413358664,7.403572992,6.413358664,10.25110107,,,,,,,,,,
6.415358464,7.395271584,6.415358464,10.23960681,,,,,,,,,,
6.417358264,7.386979485,6.417358264,10.22812544,,,,,,,,,,
6.419358064,7.378696683,6.419358064,10.21665695,,,,,,,,,,
6.421357864,7.370423168,6.421357864,10.20520131,,,,,,,,,,
6.423357664,7.36215893,6.423357664,10.19375852,,,,,,,,,,
6.425357464,7.353903958,6.425357464,10.18232856,,,,,,,,,,
6.427357264,7.345658243,6.427357264,10.17091141,,,,,,,,,,
6.429357064,7.337421773,6.429357064,10.15950707,,,,,,,,,,
6.431356864,7.329194539,6.431356864,10.14811552,,,,,,,,,,
6.433356664,7.32097653,6.433356664,10.13673673,,,,,,,,,,
6.435356464,7.312767735,6.435356464,10.12537071,,,,,,,,,,
6.437356264,7.304568144,6.437356264,10.11401743,,,,,,,,,,
6.439356064,7.296377747,6.439356064,10.10267688,,,,,,,,,,
6.441355864,7.288196535,6.441355864,10.09134905,,,,,,,,,,
6.443355664,7.280024495,6.443355664,10.08003392,,,,,,,,,,
6.445355464,7.271861618,6.445355464,10.06873147,,,,,,,,,,
6.447355264,7.263707895,6.447355264,10.0574417,,,,,,,,,,
6.449355064,7.255563313,6.449355064,10.04616459,,,,,,,,,,
6.451354865,7.247427864,6.451354865,10.03490012,,,,,,,,,,
6.453354665,7.239301538,6.453354665,10.02364828,,,,,,,,,,
6.455354465,7.231184322,6.455354465,10.01240906,,,,,,,,,,
6.457354265,7.223076209,6.457354265,10.00118244,,,,,,,,,,
6.459354065,7.214977187,6.459354065,9.989968413,,,,,,,,,,
6.461353865,7.206887246,6.461353865,9.978766956,,,,,,,,,,
6.463353665,7.198806376,6.463353665,9.967578059,,,,,,,,,,
6.465353465,7.190734567,6.465353465,9.956401708,,,,,,,,,,
6.467353265,7.182671809,6.467353265,9.945237889,,,,,,,,,,
6.469353065,7.174618091,6.469353065,9.934086587,,,,,,,,,,
6.471352865,7.166573403,6.471352865,9.922947789,,,,,,,,,,
6.473352665,7.158537736,6.473352665,9.911821481,,,,,,,,,,
6.475352465,7.150511079,6.475352465,9.900707648,,,,,,,,,,
6.477352265,7.142493422,6.477352265,9.889606277,,,,,,,,,,
6.479352065,7.134484755,6.479352065,9.878517353,,,,,,,,,,
6.481351865,7.126485068,6.481351865,9.867440863,,,,,,,,,,
6.483351665,7.118494351,6.483351665,9.856376793,,,,,,,,,,
6.485351465,7.110512593,6.485351465,9.845325129,,,,,,,,,,
6.487351265,7.102539785,6.487351265,9.834285857,,,,,,,,,,
6.489351065,7.094575917,6.489351065,9.823258962,,,,,,,,,,
6.491350865,7.086620979,6.491350865,9.812244432,,,,,,,,,,
6.493350665,7.07867496,6.493350665,9.801242252,,,,,,,,,,
6.495350465,7.07073785,6.495350465,9.790252408,,,,,,,,,,
6.497350265,7.062809641,6.497350265,9.779274887,,,,,,,,,,
6.499350065,7.054890321,6.499350065,9.768309675,,,,,,,,,,
6.501349865,7.046979881,6.501349865,9.757356758,,,,,,,,,,
6.503349665,7.03907831,6.503349665,9.746416122,,,,,,,,,,
6.505349465,7.0311856,6.505349465,9.735487753,,,,,,,,,,
6.507349265,7.023301739,6.507349265,9.724571638,,,,,,,,,,
6.509349065,7.015426718,6.509349065,9.713667763,,,,,,,,,,
6.511348865,7.007560527,6.511348865,9.702776114,,,,,,,,,,
6.513348665,6.999703156,6.513348665,9.691896678,,,,,,,,,,
6.515348465,6.991854596,6.515348465,9.68102944,,,,,,,,,,
6.517348265,6.984014836,6.517348265,9.670174388,,,,,,,,,,
6.519348065,6.976183866,6.519348065,9.659331507,,,,,,,,,,
6.521347865,6.968361677,6.521347865,9.648500783,,,,,,,,,,
6.523347665,6.960548259,6.523347665,9.637682204,,,,,,,,,,
6.525347465,6.952743601,6.525347465,9.626875756,,,,,,,,,,
6.527347265,6.944947695,6.527347265,9.616081424,,,,,,,,,,
6.529347065,6.93716053,6.529347065,9.605299196,,,,,,,,,,
6.531346865,6.929382097,6.531346865,9.594529058,,,,,,,,,,
6.533346665,6.921612386,6.533346665,9.583770995,,,,,,,,,,
6.535346465,6.913851386,6.535346465,9.573024996,,,,,,,,,,
6.537346265,6.906099089,6.537346265,9.562291046,,,,,,,,,,
6.539346065,6.898355484,6.539346065,9.551569131,,,,,,,,,,
6.541345865,6.890620561,6.541345865,9.540859239,,,,,,,,,,
6.543345665,6.882894312,6.543345665,9.530161355,,,,,,,,,,
6.545345465,6.875176726,6.545345465,9.519475466,,,,,,,,,,
6.547345265,6.867467793,6.547345265,9.508801559,,,,,,,,,,
6.549345065,6.859767504,6.549345065,9.498139621,,,,,,,,,,
6.551344866,6.852075849,6.551344866,9.487489637,,,,,,,,,,
6.553344666,6.844392819,6.553344666,9.476851595,,,,,,,,,,
6.555344466,6.836718403,6.555344466,9.466225481,,,,,,,,,,
6.557344266,6.829052593,6.557344266,9.455611282,,,,,,,,,,
6.559344066,6.821395378,6.559344066,9.445008984,,,,,,,,,,
6.561343866,6.813746748,6.561343866,9.434418575,,,,,,,,,,
6.563343666,6.806106695,6.563343666,9.42384004,,,,,,,,,,
6.565343466,6.798475209,6.565343466,9.413273366,,,,,,,,,,
6.567343266,6.790852279,6.567343266,9.402718541,,,,,,,,,,
6.569343066,6.783237897,6.569343066,9.39217555,,,,,,,,,,
6.571342866,6.775632053,6.571342866,9.381644381,,,,,,,,,,
6.573342666,6.768034737,6.573342666,9.37112502,,,,,,,,,,
6.575342466,6.760445939,6.575342466,9.360617454,,,,,,,,,,
6.577342266,6.752865651,6.577342266,9.35012167,,,,,,,,,,
6.579342066,6.745293862,6.579342066,9.339637655,,,,,,,,,,
6.581341866,6.737730563,6.581341866,9.329165395,,,,,,,,,,
6.583341666,6.730175744,6.583341666,9.318704877,,,,,,,,,,
6.585341466,6.722629397,6.585341466,9.308256088,,,,,,,,,,
6.587341266,6.715091511,6.587341266,9.297819016,,,,,,,,,,
6.589341066,6.707562077,6.589341066,9.287393646,,,,,,,,,,
6.591340866,6.700041086,6.591340866,9.276979965,,,,,,,,,,
6.593340666,6.692528528,6.593340666,9.266577962,,,,,,,,,,
6.595340466,6.685024393,6.595340466,9.256187621,,,,,,,,,,
6.597340266,6.677528673,6.597340266,9.245808931,,,,,,,,,,
6.599340066,6.670041357,6.599340066,9.235441879,,,,,,,,,,
6.601339866,6.662562436,6.601339866,9.22508645,,,,,,,,,,
6.603339666,6.655091902,6.603339666,9.214742633,,,,,,,,,,
6.605339466,6.647629744,6.605339466,9.204410414,,,,,,,,,,
6.607339266,6.640175953,6.607339266,9.194089781,,,,,,,,,,
6.609339066,6.63273052,6.609339066,9.183780719,,,,,,,,,,
6.611338866,6.625293435,6.611338866,9.173483217,,,,,,,,,,
6.613338666,6.617864689,6.613338666,9.163197261,,,,,,,,,,
6.615338466,6.610444272,6.615338466,9.152922839,,,,,,,,,,
6.617338266,6.603032176,6.617338266,9.142659937,,,,,,,,,,
6.619338066,6.595628391,6.619338066,9.132408542,,,,,,,,,,
6.621337866,6.588232908,6.621337866,9.122168642,,,,,,,,,,
6.623337666,6.580845717,6.623337666,9.111940223,,,,,,,,,,
6.625337466,6.573466809,6.625337466,9.101723274,,,,,,,,,,
6.627337266,6.566096175,6.627337266,9.09151778,,,,,,,,,,
6.629337066,6.558733805,6.629337066,9.08132373,,,,,,,,,,
6.631336866,6.55137969,6.631336866,9.07114111,,,,,,,,,,
6.633336666,6.544033822,6.633336666,9.060969907,,,,,,,,,,
6.635336466,6.53669619,6.635336466,9.050810109,,,,,,,,,,
6.637336266,6.529366785,6.637336266,9.040661703,,,,,,,,,,
6.639336066,6.522045599,6.639336066,9.030524676,,,,,,,,,,
6.641335866,6.514732622,6.641335866,9.020399015,,,,,,,,,,
6.643335666,6.507427845,6.643335666,9.010284708,,,,,,,,,,
6.645335466,6.500131258,6.645335466,9.000181742,,,,,,,,,,
6.647335266,6.492842853,6.647335266,8.990090103,,,,,,,,,,
6.649335066,6.485562619,6.649335066,8.980009781,,,,,,,,,,
6.651334867,6.47829055,6.651334867,8.969940761,,,,,,,,,,
6.653334667,6.471026634,6.653334667,8.959883031,,,,,,,,,,
6.655334467,6.463770863,6.655334467,8.949836579,,,,,,,,,,
6.657334267,6.456523227,6.657334267,8.939801391,,,,,,,,,,
6.659334067,6.449283718,6.659334067,8.929777456,,,,,,,,,,
6.661333867,6.442052327,6.661333867,8.91976476,,,,,,,,,,
6.663333667,6.434829044,6.663333667,8.909763291,,,,,,,,,,
6.665333467,6.42761386,6.665333467,8.899773037,,,,,,,,,,
6.667333267,6.420406766,6.667333267,8.889793984,,,,,,,,,,
6.669333067,6.413207754,6.669333067,8.87982612,,,,,,,,,,
6.671332867,6.406016813,6.671332867,8.869869434,,,,,,,,,,
6.673332667,6.398833936,6.673332667,8.859923911,,,,,,,,,,
6.675332467,6.391659112,6.675332467,8.84998954,,,,,,,,,,
6.677332267,6.384492333,6.677332267,8.840066308,,,,,,,,,,
6.679332067,6.377333591,6.679332067,8.830154202,,,,,,,,,,
6.681331867,6.370182875,6.681331867,8.820253211,,,,,,,,,,
6.683331667,6.363040177,6.683331667,8.810363322,,,,,,,,,,
6.685331467,6.355905488,6.685331467,8.800484521,,,,,,,,,,
6.687331267,6.348778798,6.687331267,8.790616798,,,,,,,,,,
6.689331067,6.3416601,6.689331067,8.780760139,,,,,,,,,,
6.691330867,6.334549384,6.691330867,8.770914532,,,,,,,,,,
6.693330667,6.327446641,6.693330667,8.761079964,,,,,,,,,,
6.695330467,6.320351862,6.695330467,8.751256424,,,,,,,,,,
6.697330267,6.313265038,6.697330267,8.741443898,,,,,,,,,,
6.699330067,6.30618616,6.699330067,8.731642375,,,,,,,,,,
6.701329867,6.29911522,6.701329867,8.721851843,,,,,,,,,,
6.703329667,6.292052208,6.703329667,8.712072288,,,,,,,,,,
6.705329467,6.284997115,6.705329467,8.702303698,,,,,,,,,,
6.707329267,6.277949934,6.707329267,8.692546062,,,,,,,,,,
6.709329067,6.270910654,6.709329067,8.682799367,,,,,,,,,,
6.711328867,6.263879267,6.711328867,8.6730636,,,,,,,,,,
6.713328667,6.256855764,6.713328667,8.66333875,,,,,,,,,,
6.715328467,6.249840136,6.715328467,8.653624804,,,,,,,,,,
6.717328267,6.242832375,6.717328267,8.64392175,,,,,,,,,,
6.719328067,6.235832471,6.719328067,8.634229576,,,,,,,,,,
6.721327867,6.228840416,6.721327867,8.624548269,,,,,,,,,,
6.723327667,6.221856202,6.723327667,8.614877818,,,,,,,,,,
6.725327467,6.214879818,6.725327467,8.605218209,,,,,,,,,,
6.727327267,6.207911257,6.727327267,8.595569432,,,,,,,,,,
6.729327067,6.200950509,6.729327067,8.585931474,,,,,,,,,,
6.731326867,6.193997566,6.731326867,8.576304323,,,,,,,,,,
6.733326667,6.18705242,6.733326667,8.566687966,,,,,,,,,,
6.735326467,6.18011506,6.735326467,8.557082391,,,,,,,,,,
6.737326267,6.17318548,6.737326267,8.547487588,,,,,,,,,,
6.739326067,6.166263669,6.739326067,8.537903542,,,,,,,,,,
6.741325867,6.15934962,6.741325867,8.528330243,,,,,,,,,,
6.743325667,6.152443323,6.743325667,8.518767678,,,,,,,,,,
6.745325467,6.14554477,6.745325467,8.509215835,,,,,,,,,,
6.747325267,6.138653952,6.747325267,8.499674703,,,,,,,,,,
6.749325067,6.131770861,6.749325067,8.490144269,,,,,,,,,,
6.751324868,6.124895487,6.751324868,8.48062452,,,,,,,,,,
6.753324668,6.118027822,6.753324668,8.471115446,,,,,,,,,,
6.755324468,6.111167858,6.755324468,8.461617035,,,,,,,,,,
6.757324268,6.104315586,6.757324268,8.452129273,,,,,,,,,,
6.759324068,6.097470998,6.759324068,8.44265215,,,,,,,,,,
6.761323868,6.090634083,6.761323868,8.433185654,,,,,,,,,,
6.763323668,6.083804835,6.763323668,8.423729772,,,,,,,,,,
6.765323468,6.076983244,6.765323468,8.414284492,,,,,,,,,,
6.767323268,6.070169302,6.767323268,8.404849803,,,,,,,,,,
6.769323068,6.063363001,6.769323068,8.395425693,,,,,,,,,,
6.771322868,6.056564331,6.771322868,8.386012151,,,,,,,,,,
6.773322668,6.049773284,6.773322668,8.376609163,,,,,,,,,,
6.775322468,6.042989852,6.775322468,8.367216718,,,,,,,,,,
6.777322268,6.036214026,6.777322268,8.357834805,,,,,,,,,,
6.779322068,6.029445797,6.779322068,8.348463412,,,,,,,,,,
6.781321868,6.022685158,6.781321868,8.339102526,,,,,,,,,,
6.783321668,6.015932099,6.783321668,8.329752137,,,,,,,,,,
6.785321468,6.009186612,6.785321468,8.320412231,,,,,,,,,,
6.787321268,6.002448688,6.787321268,8.311082799,,,,,,,,,,
6.789321068,5.99571832,6.789321068,8.301763827,,,,,,,,,,
6.791320868,5.988995498,6.791320868,8.292455304,,,,,,,,,,
6.793320668,5.982280214,6.793320668,8.283157219,,,,,,,,,,
6.795320468,5.97557246,6.795320468,8.273869559,,,,,,,,,,
6.797320268,5.968872227,6.797320268,8.264592314,,,,,,,,,,
6.799320068,5.962179506,6.799320068,8.25532547,,,,,,,,,,
6.801319868,5.955494291,6.801319868,8.246069018,,,,,,,,,,
6.803319668,5.948816571,6.803319668,8.236822944,,,,,,,,,,
6.805319468,5.942146338,6.805319468,8.227587238,,,,,,,,,,
6.807319268,5.935483585,6.807319268,8.218361887,,,,,,,,,,
6.809319068,5.928828302,6.809319068,8.20914688,,,,,,,,,,
6.811318868,5.922180482,6.811318868,8.199942206,,,,,,,,,,
6.813318668,5.915540116,6.813318668,8.190747853,,,,,,,,,,
6.815318468,5.908907196,6.815318468,8.181563809,,,,,,,,,,
6.817318268,5.902281712,6.817318268,8.172390063,,,,,,,,,,
6.819318068,5.895663658,6.819318068,8.163226604,,,,,,,,,,
6.821317868,5.889053025,6.821317868,8.154073419,,,,,,,,,,
6.823317668,5.882449803,6.823317668,8.144930497,,,,,,,,,,
6.825317468,5.875853986,6.825317468,8.135797827,,,,,,,,,,
6.827317268,5.869265564,6.827317268,8.126675397,,,,,,,,,,
6.829317068,5.86268453,6.829317068,8.117563196,,,,,,,,,,
6.831316868,5.856110875,6.831316868,8.108461212,,,,,,,,,,
6.833316668,5.849544591,6.833316668,8.099369434,,,,,,,,,,
6.835316468,5.842985669,6.835316468,8.09028785,,,,,,,,,,
6.837316268,5.836434102,6.837316268,8.081216449,,,,,,,,,,
6.839316068,5.829889881,6.839316068,8.072155219,,,,,,,,,,
6.841315868,5.823352997,6.841315868,8.06310415,,,,,,,,,,
6.843315668,5.816823444,6.843315668,8.054063229,,,,,,,,,,
6.845315468,5.810301211,6.845315468,8.045032446,,,,,,,,,,
6.847315268,5.803786292,6.847315268,8.036011789,,,,,,,,,,
6.849315068,5.797278678,6.849315068,8.027001246,,,,,,,,,,
6.851314869,5.79077836,6.851314869,8.018000807,,,,,,,,,,
6.853314669,5.784285331,6.853314669,8.009010459,,,,,,,,,,
6.855314469,5.777799583,6.855314469,8.000030192,,,,,,,,,,
6.857314269,5.771321107,6.857314269,7.991059994,,,,,,,,,,
6.859314069,5.764849895,6.859314069,7.982099855,,,,,,,,,,
6.861313869,5.758385939,6.861313869,7.973149762,,,,,,,,,,
6.863313669,5.751929231,6.863313669,7.964209704,,,,,,,,,,
6.865313469,5.745479762,6.865313469,7.955279671,,,,,,,,,,
6.867313269,5.739037526,6.867313269,7.946359651,,,,,,,,,,
6.869313069,5.732602512,6.869313069,7.937449632,,,,,,,,,,
6.871312869,5.726174714,6.871312869,7.928549604,,,,,,,,,,
6.873312669,5.719754124,6.873312669,7.919659556,,,,,,,,,,
6.875312469,5.713340732,6.875312469,7.910779475,,,,,,,,,,
6.877312269,5.706934532,6.877312269,7.901909352,,,,,,,,,,
6.879312069,5.700535515,6.879312069,7.893049174,,,,,,,,,,
6.881311869,5.694143673,6.881311869,7.884198931,,,,,,,,,,
6.883311669,5.687758997,6.883311669,7.875358612,,,,,,,,,,
6.885311469,5.681381481,6.885311469,7.866528205,,,,,,,,,,
6.887311269,5.675011116,6.887311269,7.857707699,,,,,,,,,,
6.889311069,5.668647893,6.889311069,7.848897083,,,,,,,,,,
6.891310869,5.662291806,6.891310869,7.840096347,,,,,,,,,,
6.893310669,5.655942845,6.893310669,7.831305478,,,,,,,,,,
6.895310469,5.649601003,6.895310469,7.822524466,,,,,,,,,,
6.897310269,5.643266273,6.897310269,7.813753301,,,,,,,,,,
6.899310069,5.636938645,6.899310069,7.80499197,,,,,,,,,,
6.901309869,5.630618112,6.901309869,7.796240463,,,,,,,,,,
6.903309669,5.624304666,6.903309669,7.787498768,,,,,,,,,,
6.905309469,5.617998299,6.905309469,7.778766876,,,,,,,,,,
6.907309269,5.611699004,6.907309269,7.770044774,,,,,,,,,,
6.909309069,5.605406771,6.909309069,7.761332452,,,,,,,,,,
6.911308869,5.599121594,6.911308869,7.752629899,,,,,,,,,,
6.913308669,5.592843464,6.913308669,7.743937104,,,,,,,,,,
6.915308469,5.586572374,6.915308469,7.735254056,,,,,,,,,,
6.917308269,5.580308315,6.917308269,7.726580744,,,,,,,,,,
6.919308069,5.57405128,6.919308069,7.717917158,,,,,,,,,,
6.921307869,5.567801261,6.921307869,7.709263285,,,,,,,,,,
6.923307669,5.56155825,6.923307669,7.700619116,,,,,,,,,,
6.925307469,5.555322239,6.925307469,7.691984639,,,,,,,,,,
6.927307269,5.54909322,6.927307269,7.683359843,,,,,,,,,,
6.929307069,5.542871186,6.929307069,7.674744719,,,,,,,,,,
6.931306869,5.536656128,6.931306869,7.666139254,,,,,,,,,,
6.933306669,5.530448039,6.933306669,7.657543439,,,,,,,,,,
6.935306469,5.524246911,6.935306469,7.648957261,,,,,,,,,,
6.937306269,5.518052736,6.937306269,7.640380711,,,,,,,,,,
6.939306069,5.511865506,6.939306069,7.631813778,,,,,,,,,,
6.941305869,5.505685214,6.941305869,7.62325645,,,,,,,,,,
6.943305669,5.499511852,6.943305669,7.614708718,,,,,,,,,,
6.945305469,5.493345412,6.945305469,7.60617057,,,,,,,,,,
6.947305269,5.487185886,6.947305269,7.597641995,,,,,,,,,,
6.949305069,5.481033266,6.949305069,7.589122984,,,,,,,,,,
6.95130487,5.474887545,6.95130487,7.580613524,,,,,,,,,,
6.95330467,5.468748715,6.95330467,7.572113606,,,,,,,,,,
6.95530447,5.462616769,6.95530447,7.563623219,,,,,,,,,,
